MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1004088092448,15.60,0.07,245.51024,-3.17177,55734.28105,0
1004088092448,15.61,0.07,245.51027,-3.17173,55734.28741,0
1004088092448,15.58,0.07,245.51027,-3.17177,55629.47715,0
1004088092448,15.59,0.07,245.51024,-3.17178,55629.48465,0
1004088092448,15.57,0.07,245.51025,-3.17179,55629.49216,0
1004088092448,15.59,0.07,245.51026,-3.17179,55629.49974,0
1004088092448,15.56,0.07,245.51028,-3.17184,55649.47817,0
1004088092448,15.58,0.07,245.51026,-3.17177,55649.48670,0
1004088092448,15.55,0.07,245.51025,-3.17182,55649.49534,0
1004088092448,15.53,0.06,245.51022,-3.17177,55649.50398,0
1004088092448,15.54,0.07,245.51023,-3.17175,55687.40327,0
1004088092448,15.59,0.07,245.51026,-3.17172,55687.40949,0
1004088092448,15.59,0.07,245.51029,-3.17179,55687.41574,0
1004088092448,15.56,0.07,245.51030,-3.17178,55687.42200,0
1004088092448,15.60,0.07,245.51025,-3.17178,55976.53509,0
1004088092448,15.61,0.07,245.51028,-3.17175,55976.53789,0
1004088092448,15.58,0.07,245.51023,-3.17180,55976.54075,0
1004088092448,15.54,0.06,245.51028,-3.17177,55976.54366,0
1004088092448,15.56,0.06,245.51027,-3.17178,56010.50486,0
1004088092448,15.57,0.06,245.51026,-3.17180,56010.50824,0
1004088092448,15.57,0.06,245.51025,-3.17176,56010.51162,0
1004088092448,15.52,0.06,245.51030,-3.17181,56010.51503,0
1004088092448,15.56,0.07,245.51028,-3.17181,56040.45975,0
1004088092448,15.58,0.07,245.51026,-3.17176,56040.46371,0
1004088092448,15.59,0.07,245.51025,-3.17179,56040.46767,0
1004088092448,15.58,0.07,245.51026,-3.17175,56040.47162,0
1004088092448,15.58,0.06,245.51030,-3.17176,56059.39854,0
1004088092448,15.55,0.06,245.51028,-3.17177,56059.40533,0
1004088092448,15.60,0.06,245.51026,-3.17179,56059.41217,0
1004088092448,15.56,0.06,245.51028,-3.17176,56059.41903,0
1004088092448,15.58,0.06,245.51027,-3.17177,56066.35054,0
1004088092448,15.59,0.06,245.51027,-3.17179,56066.35721,0
1004088092448,15.57,0.06,245.51028,-3.17177,56066.36402,0
1004088092448,15.56,0.06,245.51029,-3.17178,56066.37090,0
1004088092448,15.56,0.06,245.51026,-3.17177,56073.37207,0
1004088092448,15.57,0.06,245.51027,-3.17178,56073.37712,0
1004088092448,15.61,0.06,245.51025,-3.17178,56073.38218,0
1004088092448,15.59,0.06,245.51025,-3.17176,56073.38723,0
1004088092448,15.58,0.06,245.51027,-3.17178,56086.31813,0
1004088092448,15.60,0.06,245.51024,-3.17173,56086.32377,0
1004088092448,15.60,0.06,245.51026,-3.17178,56086.32945,0
1004088092448,15.55,0.06,245.51025,-3.17183,56086.33516,0
1004088092448,15.59,0.07,245.51024,-3.17176,56366.49148,0
1004088092448,15.58,0.07,245.51026,-3.17172,56366.49889,0
1004088092448,15.54,0.06,245.51027,-3.17182,56366.50623,0
1004088092448,15.57,0.06,245.51025,-3.17178,56366.51364,0
1004088092448,15.59,0.07,245.51026,-3.17175,56400.41885,0
1004088092448,15.54,0.06,245.51028,-3.17179,56400.42502,0
1004088092448,15.55,0.06,245.51029,-3.17178,56400.43131,0
1004088092448,15.58,0.07,245.51025,-3.17179,56400.43760,0
1004088092448,15.60,0.06,245.51026,-3.17172,56413.45459,0
1004088092448,15.58,0.06,245.51024,-3.17179,56413.46293,0
1004088092448,15.58,0.06,245.51024,-3.17172,56413.47135,0
1004088092448,15.55,0.06,245.51029,-3.17178,56413.47984,0
1004088092448,15.56,0.07,245.51029,-3.17174,56442.30140,0
1004088092448,15.59,0.07,245.51026,-3.17172,56442.30818,0
1004088092448,15.57,0.07,245.51030,-3.17176,56442.31503,0
1004088092448,15.57,0.07,245.51031,-3.17176,56442.32189,0
