MeanMagError,StdevMagError,UpperBoundMagError,Magnitude,Stars in Bin
0.00036434863200430681,6.4666024336484929e-05,0.00042901465634079174,12.050000000000001,972
0.00041717280110649185,4.9226903709127231e-05,0.00046639970481561911,12.149999999999999,1158
0.00029718484156310678,4.9892587677044834e-05,0.00034707742924015161,12.25,1310
0.00028501661919069787,4.609277910261425e-05,0.00033110939829331213,12.349999999999998,1449
0.00029348895381950125,4.4857906396110525e-05,0.0003383468602156118,12.449999999999999,1612
0.00028855614360635172,4.3819883263861907e-05,0.00033237602687021363,12.549999999999997,1833
0.00027608255678788574,4.5141036574416049e-05,0.00032122359336230177,12.649999999999999,1829
0.00027747870239736814,5.0357925845372949e-05,0.00032783662824274111,12.749999999999996,1781
0.00032191291457684155,6.0821047587720798e-05,0.00038273396216456233,12.849999999999998,1800
0.00033164567229919563,5.7290132186064376e-05,0.00038893580448526001,12.949999999999996,1785
0.00036521492379406565,5.5631444913677226e-05,0.00042084636870774289,13.049999999999997,2000
0.00029661086999446551,3.8914289658702765e-05,0.00033552515965316827,13.149999999999995,2000
0.00027830866796038476,3.3690586286818177e-05,0.00031199925424720291,13.249999999999996,2000
0.00024255585177730552,3.2181562927055748e-05,0.00027473741470436129,13.349999999999994,2000
0.00026905209496313142,3.1660433895733198e-05,0.0003007125288588646,13.449999999999996,2000
0.00026571519001012062,2.9176586962340531e-05,0.00029489177697246117,13.549999999999994,2000
0.00026352810671727446,2.7304376217540111e-05,0.00029083248293481457,13.649999999999995,2000
0.00028303222902107777,2.8877678977957213e-05,0.00031190990799903498,13.749999999999993,2000
0.00025838696678554229,2.6958868316465092e-05,0.0002853458351020074,13.849999999999994,2000
0.00027620507891175047,2.9229887322565925e-05,0.0003054349662343164,13.949999999999992,2000
0.00029951616211748404,2.8016818732420054e-05,0.00032753298084990407,14.049999999999994,2000
0.00027093685496629134,2.5349311467689687e-05,0.00029628616643398101,14.149999999999991,2000
0.00029191089343262084,2.7016421892178992e-05,0.00031892731532479984,14.249999999999993,2000
0.00026664376811848093,2.6409055827675322e-05,0.00029305282394615623,14.349999999999991,2000
0.00029093515972947165,2.7222771796356447e-05,0.00031815793152582811,14.449999999999992,2000
0.00030030212608764186,2.9055245069221239e-05,0.00032935737115686312,14.54999999999999,2000
0.00029778088170120433,2.990252019705229e-05,0.00032768340189825659,14.649999999999991,2000
0.0003070244132553976,2.9625577288993927e-05,0.00033664999054439153,14.749999999999989,2000
0.00032735571942400262,3.0238703520449519e-05,0.00035759442294445212,14.849999999999991,2000
0.00031551527158356628,3.268595636590701e-05,0.00034820122794947328,14.949999999999989,2000
0.00034659599684088517,3.1870443810106258e-05,0.00037846644065099144,15.04999999999999,2000
