ra,dec,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,source_id
206.66471235550796,-59.92958866328071,19.867538,212.97619247725044,0.6213605084221828,800,5870514102282600320
206.71114617264212,-59.829156726531565,19.834738,219.5084837007946,0.7774279603214994,800,5870518672082951168
206.67707545499766,-59.75175927679779,19.571632,279.7006776467644,0.6266816204593949,800,5870530869796491392
206.58506577192225,-59.76415065743895,19.982903,191.5073838542079,0.578375363522409,800,5870530972915933440
206.97655301345208,-59.86572767351783,20.104406,171.2314939006236,0.4908984599824342,800,5870515545346482304
206.53135562923165,-59.75352306860155,18.298988,903.1318616904564,0.7866469737402576,800,5870531415237509504
206.9343660263476,-59.83972706481491,16.290108,5745.17822072389,4.637061599275996,800,5870516438745100160
206.41596789196436,-59.68170883879362,18.026464,1160.808472432465,1.2454382515461913,800,5870535783279388032
206.767803237684,-59.82280576741979,15.408237,12943.492880864856,2.6519915149885556,800,5870519359323251712
207.01243051301253,-59.87745267123946,18.602055,683.1629006197182,0.7654359740481418,800,5870515373549224704
206.7692614457599,-59.89512886441884,19.677792,253.64706720862497,0.6592285248874571,800,5870514578970021888
206.7356060534533,-59.84337545521079,20.082659,174.6958566340628,0.526852439311181,800,5870517881854380416
206.88271027522643,-59.840966619588194,19.797924,227.07871423573621,0.5585303226335194,800,5870516232541424384
206.68274161967994,-59.98909534718457,20.142412,165.34139167237774,0.5482920380611798,800,5870512968365506944
206.87411887377795,-59.86687432740593,18.020428,1167.2795423663472,0.9925562322879038,800,5870515987719478656
206.79683576688876,-59.79474288280543,19.473652,306.1155455169322,0.8215130574063257,800,5870519561132694528
206.4157265491774,-59.73805202073034,19.276236,367.156923606944,0.6623575367572124,800,5870534748140907776
206.68634112891053,-59.88477299328428,13.792285,57336.639688339725,11.19937964521484,800,5870517503897236096
206.68335577531383,-59.78006262441474,19.847982,216.8471400336548,0.6002840093102152,800,5870519050040367616
206.84441037829393,-59.95980489417906,20.249817,149.76817306157997,0.7226456853582314,800,5870513208883760896
206.85436591320067,-59.93712078567734,17.31321,2239.0429621185895,1.0810730545845695,800,5870514750768495744
206.9069566061324,-59.92238509294556,18.680447,635.5766898289628,0.7009826954999566,800,5870514892556795648
206.85448996162066,-59.784767884224294,19.261143,372.2966564363597,0.8731028979645653,800,5870519904730137984
206.85912251432285,-59.933756728138384,19.386675,331.64704886145074,0.6431696390327408,800,5870514755117837696
206.83900796693453,-59.78051408717241,18.340136,869.5457543411972,0.8959592749377298,800,5870519595496349952
206.76253078107214,-59.80525598490135,19.32798,350.0696716971405,0.8602740416510773,800,5870520213967659904
206.8072941331473,-59.80621058188606,16.568384,4446.235826464717,1.5864825007217387,800,5870519496762321920
206.6564611688531,-59.864428908476604,20.20531,156.0350316908595,0.496473709619616,800,5870517778728690432
206.69667091692008,-59.89633518570048,20.295668,143.5752311619808,0.47979891395433555,800,5870517435177815808
