MasterID,Mag,Magerr,RA,Dec,MJD,Blend
3045076050848,16.40,0.12,212.63709,-45.61255,54954.55109,0
3045076050848,16.41,0.12,212.63710,-45.61260,54954.55976,0
3045076050848,16.24,0.09,212.63708,-45.61256,54974.64692,0
3045076050848,16.19,0.09,212.63701,-45.61257,54974.65480,0
3045076050848,16.23,0.09,212.63707,-45.61257,54974.66266,0
3045076050848,16.17,0.09,212.63703,-45.61254,54974.67053,0
3045076050848,16.37,0.10,212.63701,-45.61262,55301.64391,0
3045076050848,16.22,0.11,212.63705,-45.61256,55395.37382,0
3045076050848,16.37,0.12,212.63707,-45.61256,55395.41061,0
3045076050848,16.22,0.12,212.63711,-45.61258,55273.61982,0
3045076050848,16.17,0.11,212.63707,-45.61256,55329.58960,0
3045076050848,16.31,0.12,212.63701,-45.61256,55329.61566,0
3045076050848,16.33,0.11,212.63708,-45.61263,55658.68405,0
3045076050848,16.26,0.09,212.63705,-45.61257,55715.53036,0
3045076050848,16.34,0.09,212.63706,-45.61257,55715.54380,0
3045076050848,16.32,0.09,212.63710,-45.61260,55715.55728,0
3045076050848,16.28,0.09,212.63703,-45.61254,55715.57084,0
3045076050848,16.34,0.09,212.63703,-45.61259,55691.55384,0
3045076050848,16.34,0.09,212.63703,-45.61259,55691.57160,0
3045076050848,16.28,0.09,212.63703,-45.61257,55691.60735,0
3045076050848,16.30,0.10,212.63709,-45.61259,55746.45425,0
3045076050848,16.26,0.10,212.63709,-45.61258,55746.46669,0
3045076050848,16.28,0.10,212.63705,-45.61259,55746.47906,0
3045076050848,16.27,0.10,212.63702,-45.61257,55746.49147,0
3045076050848,16.23,0.09,212.63707,-45.61260,55980.61365,0
3045076050848,16.26,0.09,212.63709,-45.61262,55980.62574,0
3045076050848,16.26,0.09,212.63703,-45.61256,55980.63776,0
3045076050848,16.27,0.09,212.63708,-45.61260,55980.64979,0
3045076050848,16.29,0.09,212.63705,-45.61258,56041.63277,0
3045076050848,16.25,0.08,212.63698,-45.61254,56041.64199,0
3045076050848,16.29,0.09,212.63702,-45.61257,56041.65124,0
3045076050848,16.23,0.09,212.63704,-45.61252,56041.66049,0
3045076050848,16.33,0.09,212.63705,-45.61256,56048.53442,0
3045076050848,16.35,0.09,212.63705,-45.61260,56048.54365,0
3045076050848,16.33,0.09,212.63706,-45.61256,56048.55288,0
3045076050848,16.38,0.09,212.63710,-45.61259,56048.56216,0
3045076050848,16.32,0.09,212.63710,-45.61258,56069.55896,0
3045076050848,16.41,0.09,212.63705,-45.61256,56069.56953,0
3045076050848,16.33,0.09,212.63704,-45.61257,56069.58019,0
3045076050848,16.32,0.09,212.63705,-45.61257,56069.59085,0
3045076050848,16.31,0.09,212.63706,-45.61257,56102.42506,0
3045076050848,16.24,0.09,212.63707,-45.61260,56102.43442,0
3045076050848,16.27,0.09,212.63709,-45.61262,56102.44368,0
3045076050848,16.28,0.09,212.63707,-45.61260,56102.45287,0
3045076050848,16.30,0.08,212.63702,-45.61259,56368.74339,0
3045076050848,16.21,0.08,212.63706,-45.61256,56368.75617,0
3045076050848,16.30,0.08,212.63702,-45.61254,56368.76907,0
3045076050848,16.37,0.09,212.63702,-45.61258,56368.78191,0
3045076050848,16.28,0.09,212.63706,-45.61257,56393.57147,0
3045076050848,16.29,0.09,212.63712,-45.61261,56393.58507,0
3045076050848,16.30,0.09,212.63707,-45.61259,56393.59843,0
3045076050848,16.27,0.09,212.63706,-45.61260,56393.61190,0
3045076050848,16.27,0.08,212.63706,-45.61258,56418.60825,0
3045076050848,16.30,0.08,212.63704,-45.61257,56418.62340,0
3045076050848,16.31,0.08,212.63712,-45.61259,56418.63848,0
3045076050848,16.29,0.08,212.63705,-45.61259,56418.65356,0
3045076050848,16.33,0.12,212.63713,-45.61260,55273.62900,0
3045076050848,16.27,0.12,212.63710,-45.61255,55273.63821,0
3045076050848,16.33,0.12,212.63705,-45.61259,55273.64752,0
3045076050848,16.31,0.10,212.63705,-45.61255,55301.65817,0
3045076050848,16.35,0.10,212.63703,-45.61258,55301.67255,0
3045076050848,16.12,0.10,212.63702,-45.61264,55301.68686,0
3045076050848,16.20,0.12,212.63713,-45.61262,55329.59828,0
3045076050848,16.38,0.12,212.63699,-45.61255,55329.60697,0
3045076050848,16.36,0.12,212.63702,-45.61258,55395.38611,0
3045076050848,16.36,0.12,212.63712,-45.61257,55395.39834,0
